label	1st	2nd	3rd	4th	5th
เส้นหมี่ผัดกะเฉดหมู	เส้นหมี่ผัดกะเฉดไก่ (0.91)	เส้นหมี่ผัดกะเฉด (0.88)	เส้นหมี่ผัดกะเฉดกุ้ง (0.87)	ผัดผักกะเฉด (0.79)	เส้นหมี่ผัดกะเฉดทะเล (0.78)
มัสมั่นไก่	ต้มข่าไก่ (0.95)	แกงป่าไก่ (0.93)	แกงเขียวหวานไก่ (0.90)	ผัดไทยไก่ (0.83)	กต.ผัดแกงเขียวหวานไก่ (0.83)
ห่อหมกทะเล	ผัดไทยทะเล (0.81)	แกงส้มทะเล (0.78)	ข้าวผัดทะเล (0.74)	กะเพราทะเล (0.73)	ยำทะเล (0.67)
กะเพราหมู	แกงป่าหมู (0.84)	แกงเขียวหวานหมู (0.82)	หมูสะเต๊ะ (0.80)	แกงเขียวหวานหมูพริกขี้หนู (0.79)	หมูแดดเดียว (0.78)
กุ้งแช่น้ำปลา	ข้าวผัดน้ำพริกเผาปลาหมึก (0.49)	กต.ผัดแกงเขียวหวานกุ้ง (0.48)	ข้าวผัดน้ำพริกเผากุ้ง (0.48)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.47)	ข้าวผัดเขียวหวานกุ้ง (0.47)
ข้าวราดกะเพราเจ	ข้าวราดกะเพราหมูกรอบ (0.65)	กะเพราหมูสับเจ (0.64)	กะเพราหมูกรอบเจ (0.62)	ข้าวราดกะเพราปลาหมึก (0.61)	ข้าวราดกะเพราไก่ (0.59)
น้ำมะพร้าว	น้ำมะพร้าวปั่น (0.82)	น้ำมะนาว (0.79)	น้ำมะตูม (0.79)	น้ำขิง (0.77)	น้ำกระเจี๊ยบ (0.74)
น้ำใบเตย	น้ำมะตูม (0.70)	น้ำกระเจี๊ยบ (0.64)	น้ำปลาเห็ดฟาง (0.63)	น้ำขิง (0.62)	น้ำมะนาว (0.61)
ข้าวผัดหมู	ข้าวผัดเขียวหวานหมู (0.98)	ข้าวผัดน้ำพริกเผาหมู (0.96)	ข้าวผัดซีอิ๊วหมู (0.89)	กต.ผัดแกงเขียวหวานหมู (0.86)	แกงเขียวหวานหมู (0.85)
น้ำตะไคร้	น้ำส้มคั้น (0.14)	น้ำอัญชัญมะนาวโซดา (0.12)	น้ำเก็กฮวยรสน้ำผึ้ง (0.08)	น้ำมะนาวโซดา (0.08)	น้ำอัญชัญมะนาว (0.05)
เฉาก๊วยลูกชิดขนุน	สาคูแคนตาลูป (0.32)	มะยงชิดลอยแก้ว (0.29)	มะพร้าวอ่อนหวานเย็น (0.24)	มะม่วงมะพร้าวปั่น (0.22)	ลิ้นจี่ลอยแก้ว (0.21)
ไอศกรีมกะทิสด	ไอศครีมวานิลา (0.55)	ไอศครีมช็อกโกแลต (0.44)	แกงเลียงกุ้งสด (0.41)	ข้าวผัดพริกสดปลาหมึก (0.40)	ผัดไทยกุ้งสด (0.40)
น้ำตะไคร้ร้อน	โอวัลตินร้อน (0.85)	น้ำขิงร้อน (0.55)	น้ำมะตูมร้อน (0.53)	ออส่วนกระทะร้อน (0.29)	กุ้งส่วนกะทะร้อน (0.26)
น้ำมะตูม	น้ำขิง (0.84)	น้ำกระเจี๊ยบ (0.81)	น้ำมะตูมร้อน (0.81)	น้ำมะนาว (0.80)	น้ำมะพร้าว (0.79)
ข้าวหมูกรอบคั่วพริกเกลือไข่เป็ดดาว	หมูกรอบผัดพริกเกลือ (0.60)	ข้าวผัดพริกสดไก่ (0.55)	ข้าวผัดพริกสดหมู (0.52)	เนื้อปลากะพงทอดพริกไทยดำ (0.52)	หมูทอดกระเทียมพริกไทย (0.51)
ปลากะพงผัดฉ่า	ปลากะพงแป๊ะซะ (0.97)	ปลากะพงสามรส (0.97)	ปลากะพงทอดน้ำปลา (0.81)	แกงส้มปลากะพง ตัว (0.79)	ปลากะพงนึ่งซีอิ๊ว (0.76)
แพนงหมู	แพนงไก่ (0.73)	แพนงกุ้ง (0.63)	แกงป่าหมู (0.48)	ลาบหมู (0.47)	หมูแดดเดียว (0.45)
ข้าวหน้าหมูทอดกระเทียม	ข้าวหน้าปลาหมึกทอดกระเทียม (0.89)	ข้าวหน้ากุ้งทอดกระเทียม (0.88)	ข้าวหน้าไก่ทอดกระเทียม (0.81)	หมูทอดกระเทียมพริกไทย (0.80)	ข้าวราดกะเพราหมู (0.75)
ต้มยำโป๊ะแตก	ต้มยำรวมมิตร (0.72)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.48)	ยำวุ้นเส้น (0.45)	ต้มยำไก่ (0.40)	ยำกุนเชียง (0.37)
ไข่ชะอมทอด	ปลาทูทอด (0.69)	แกงส้มปลาช่อน ทอด (0.66)	แกงส้มชะอมไข่ (0.64)	ลาบทอด (0.63)	ปลาหมึกทอดกระเทียมพริกไทย (0.61)
ไข่ตุ๋นต้มยำทะเลหม้อไฟ	ข้าวผัดทะเล (0.73)	กต.ทะเลน้ำพริกเผา (0.70)	ผัดไทยทะเล (0.69)	ยำทะเล (0.65)	กต.ราดหน้าทะเล (0.63)
โรตีแกงเขียวหวานหมู	กต.ผัดแกงเขียวหวานหมู (0.92)	แกงเขียวหวานหมู (0.92)	ผัดไทยหมู (0.85)	ข้าวผัดเขียวหวานหมู (0.83)	แกงป่าหมู (0.83)
ปลาหมึกผัดผงกระหรี่	ข้าวผัดผงกระหรี่ปลาหมึก (0.90)	ปูนิ่มผัดผงกระหรี่ (0.84)	ข้าวผัดผงกระหรี่กุ้ง (0.82)	ข้าวผัดผงกระหรี่ไก่ (0.79)	ข้าวผัดผงกระหรี่หมู (0.79)
แกงส้มกุ้ง	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.48)	ผัดผักรวมมิตรหมูกรอบ (0.43)	แกงส้มปลาช่อน ทอด (0.43)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.43)	หมูกรอบผัดพริกเกลือ (0.42)
ไก่ผัดเม็ดมะม่วงหิมพานต์	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.83)	ผัดมะกะโรนีไก่ (0.69)	เส้นหมี่ผัดกะเฉดไก่ (0.68)	เต้าหู้ผัดพริกกระเทียม (0.68)	กุ้งผัดผงกะหรี่ (0.66)
ยำผักบุ้งกรอบ	ยำชะพลูกรอบ (0.90)	ยำผักบุ้งกรอบเจ (0.62)	ยำกุนเชียง (0.60)	ยำตะไคร้ (0.54)	ผัดมะกะโรนีขี้เมากะเพรากรอบกุ้ง (0.53)
ขาหมูทอดส้มตำ	น้ำพริกหนุ่มหมูทอด (0.76)	ปลาช่อนทอดส้มตำ (0.72)	ข้าวหน้าหมูทอดกระเทียม (0.69)	หมูทอดกระเทียมพริกไทย (0.68)	หมูสะเต๊ะ (0.67)
ยำทะเล	ผัดไทยทะเล (0.69)	ข้าวผัดทะเล (0.68)	แกงส้มทะเล (0.68)	ห่อหมกทะเล (0.67)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.65)
ต้มแซ่บหมูเด้ง	ต้มแซ่บหมูนุ่ม (0.85)	ต้มแซ่บกระดูกหมู (0.79)	ต้มแซบกระดูกหมูอ่อน (0.66)	แกงป่าหมู (0.63)	แกงเขียวหวานหมู (0.61)
ชาดำเย็น	โกโก้เย็น (0.41)	โอวัลตินเย็น (0.37)	ชามะนาว (0.34)	ชาจีน (0.07)	โอวัลตินร้อน (0.04)
ปลาทูทอด	ลาบทอด (0.76)	ปลาช่อนทอดส้มตำ (0.76)	แกงส้มปลาช่อน ทอด (0.75)	น้ำพริกกะปิปลาทูทอด (0.75)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.71)
แกงจืดเต้าหู้สาหร่ายเจ	แกงจืดเต้าหู้วุ้นเส้น สาหร่ายเจ (0.95)	เต้าหู้ผัดกะเพราเจ (0.82)	เต้าหู้ผัดถั่วงอกเจ (0.71)	เต้าหู้ทอดเจ (0.71)	ต้มยำเห็ดเจ (0.67)
ต้มโคล้งปลาดุกฟู	ยำปลาดุกฟู (0.75)	ปลาดุกฟูขี้เมากะเพรากรอบ (0.49)	ปลาช่อนแป๊ะซะ (0.12)	ปลากะพงผัดฉ่า (0.12)	แกงส้มเนื้อปลากะพง ไข่ชะอม (0.12)
ก๋วยเตี๋ยวราดหน้าเจ	กต.ผัดไทยเจ (0.90)	กต.ต้มยำเจ (0.88)	กต.หลอดเจ (0.77)	ส้มตำเจ (0.67)	ต้มยำเจ (0.65)
ขนมจีบปลากราย	แกงป่าปลากราย (0.89)	แกงเขียวหวานลูกชิ้นปลากราย (0.80)	ข้าวผัดเขียวหวานปลากราย (0.78)	โรตีแกงเขียวหวานลูกชิ้นปลากราย (0.74)	ปลาเปรี้ยวหวาน (0.54)
มะพร้าวอ่อนหวานเย็น	ไอศครีมวานิลา (0.35)	มะยงชิดลอยแก้ว (0.27)	สาคูแคนตาลูป (0.27)	ข้าวอบสัปปะรด (0.26)	ไอศครีมช็อกโกแลต (0.25)
แปะก๋วยกระปุก	แปะก๋วยซอง (0.70)	แปะก๋วย 3 ซอง (0.67)	แปะก๋วย 3 กระปุก (0.67)	สลัดแฮม (0.00)	คะน้าปลาเค็ม (0.00)
น้ำมะนาว	น้ำมะนาวโซดา (0.90)	น้ำเขียวมะนาวโซดา (0.85)	น้ำขิง (0.83)	น้ำมะนาวปั่น (0.83)	น้ำแดงมะนาวโซดา (0.82)
พล่าปลาช่อน	ปลาช่อนแป๊ะซะ (0.73)	ปลาช่อนแดดเดียว (0.68)	พล่ากุ้ง (0.57)	ปลาช่อนทอดส้มตำ (0.47)	แกงส้มปลาช่อน ทอด (0.46)
หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม	หอยแมลงภู่นิวซีแลนด์อบหม้อดิน (0.77)	ปลาหมึกทอดกระเทียมพริกไทย (0.58)	กุ้งทอดกระเทียมพริกไทย (0.57)	หอยแมลงภู่นิวซีแลนด์ผัดผงกะหรี่ (0.57)	ปลาหมึกผัดกระเทียม (0.52)
แกงเขียวหวานหมู	กต.ผัดแกงเขียวหวานหมู (0.97)	แกงป่าหมู (0.93)	โรตีแกงเขียวหวานหมู (0.92)	หมูสะเต๊ะ (0.89)	แกงเขียวหวานหมูพริกขี้หนู (0.89)
ก๋วยเตี๋ยวหลอดทรงเครื่อง	กต.ทรงเครื่อง (0.76)	กต.หมูสับ (0.62)	กต.ราดหน้าปลาหมึก (0.56)	กต.หลอดลุยสวน (0.56)	กต.ผัดขี้เมาไก่ (0.51)
ปลาหมึกทอดกระเทียมพริกไทย	กุ้งทอดกระเทียมพริกไทย (0.90)	หมูทอดกระเทียมพริกไทย (0.86)	ปลาหมึกผัดกระเทียม (0.82)	ปลากะพงทอดกระเทียม (0.80)	ข้าวหน้าปลาหมึกทอดกระเทียม (0.77)
พล่ากุ้ง	แกงป่ากุ้ง (0.88)	ต้มข่ากุ้ง (0.88)	ทอดมันกุ้ง (0.85)	แกงเขียวหวานกุ้ง (0.83)	ลาบกุ้ง (0.80)
ต้มยำเนื้อปลากะพง	ต้มข่าเนื้อปลากะพง (0.96)	เนื้อปลากะพงสามรส (0.95)	กะเพราเนื้อปลากะพง (0.92)	เนื้อปลากะพงมะนาว (0.88)	แกงส้มเนื้อปลากะพง ทอด (0.87)
หมูกรอบผัดพริกเกลือ	เต้าหู้ผัดพริกกระเทียม (0.84)	กะหล่ำปลีผัดน้ำปลา (0.82)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.81)	ผัดผักรวมมิตรหมูกรอบ (0.77)	ปลาหมึกผัดไข่เค็ม (0.76)
ก๋วยเตี๋ยวต้มยำกุ้งน้ำข้น	เต้าหู้น้ำแดง (0.50)	น้ำมะตูม (0.46)	น้ำขิง (0.46)	น้ำมะนาว (0.45)	น้ำกระเจี๊ยบ (0.44)
ข้าวผัดกระเทียม	ปลาหมึกผัดกระเทียม (0.75)	เต้าหู้ผัดพริกกระเทียม (0.74)	ไก่ทอดกระเทียมพริกไทย (0.71)	ซี่โครงหมูทอดกระเทียมพริกไทย (0.68)	ปลาหมึกทอดกระเทียมพริกไทย (0.66)
แปะก๋วยซอง	แปะก๋วย 3 ซอง (0.72)	แปะก๋วย 3 กระปุก (0.72)	แปะก๋วยกระปุก (0.70)	สลัดแฮม (0.00)	คะน้าปลาเค็ม (0.00)
แกงส้มปลากะพงตัว	ปลากะพงผัดฉ่า (0.79)	ปลากะพงแป๊ะซะ (0.78)	ปลากะพงสามรส (0.77)	แกงส้มปลาทูน่า (0.76)	แกงส้มเนื้อปลากะพง ไข่ชะอม (0.71)
แกงส้มผักรวม	ผัดเห็ดรวม (0.42)	ผัดผักรวมมิตร (0.42)	ผัดผักรวมมิตรหมูกรอบ (0.37)	ผัดผักรวมมิตรกุ้ง (0.36)	แกงส้มชะอมไข่ (0.31)
ต้มข่าเนื้อปลากะพง	เนื้อปลากะพงสามรส (0.98)	ต้มยำเนื้อปลากะพง (0.96)	กะเพราเนื้อปลากะพง (0.94)	เนื้อปลากะพงมะนาว (0.90)	แกงส้มเนื้อปลากะพง ทอด (0.87)
คะน้าปลาเค็ม	คะน้าหมูกรอบ (0.75)	ผัดผักรวมมิตรหมูกรอบ (0.46)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.46)	กะหล่ำปลีผัดน้ำปลา (0.42)	ยำคะน้ากุ้งสด (0.41)
กะเพราปลาหมึก	กะเพรากุ้ง (0.67)	ข้าวผัดปลาหมึก (0.66)	ปลาหมึกแดดเดียว (0.65)	ข้าวผัดน้ำพริกเผาปลาหมึก (0.65)	ข้าวราดกะเพราปลาหมึก (0.65)
นมชมพู	เฉาก๊วย นมชมพู (0.87)	ผักกาดขาวน้ำมันหอย (0.02)	สลัดแฮม (0.00)	คะน้าปลาเค็ม (0.00)	กต.หลอดทรงเครื่อง (0.00)
ปลากะพงนึ่งซีอิ๊ว	ปลากะพงนึ่งมะนาว (0.86)	ปลากะพงนึ่งบ๊วย (0.85)	ปลากะพงทอดน้ำปลา (0.77)	ปลากะพงสามรส (0.77)	ปลากะพงแป๊ะซะ (0.76)
ข้าวหน้าคอหมูย่างไข่ดองซีอิ๊ว	ข้าวหน้าหมูทอดกระเทียม (0.73)	ข้าวราดกะเพราหมูชาบู (0.70)	ข้าวราดกะเพราหมู (0.68)	ยำคอหมูย่าง (0.66)	ส้มตำคอหมูย่าง (0.65)
ก๋วยเตี๋ยวผัดไทยเจ	กต.ต้มยำเจ (0.93)	กต.ราดหน้าเจ (0.90)	กต.หลอดเจ (0.78)	ส้มตำเจ (0.72)	ต้มยำเจ (0.68)
แกงเขียวหวานเจ	ผัดกะเพราเจ (0.91)	ห่อหมกเจ (0.89)	ต้มยำเจ (0.89)	ขนมผักกาดเจ (0.86)	ส้มตำเจ (0.85)
ปลากะพงมหัสจรรย์	ปลากะพงแป๊ะซะ (0.38)	ปลากะพงสามรส (0.38)	ปลากะพงผัดฉ่า (0.37)	ปลากะพงนึ่งบ๊วย (0.24)	ปลาเปรี้ยวหวาน (0.23)
ก๋วยเตี๋ยวทรงเครื่อง	กต.หลอดทรงเครื่อง (0.76)	กต.หมูสับ (0.73)	กต.ผัดขี้เมาหมู (0.64)	กต.ราดหน้าปลาหมึก (0.64)	กต.ผัดขี้เมาไก่ (0.63)
ผัดเห็ดรวม	ผัดเห็ดรวมเจ (0.67)	ผัดผักรวมมิตร (0.60)	ผัดผักรวมมิตรหมูกรอบ (0.56)	กะหล่ำปลีผัดน้ำปลา (0.54)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.53)
กุ้งส่วน	แกงป่ากุ้ง (0.71)	ต้มข่ากุ้ง (0.70)	ทอดมันกุ้ง (0.68)	แกงเขียวหวานกุ้ง (0.65)	กุ้งส่วนกะทะร้อน (0.64)
น้ำส้มคั้น	น้ำตะไคร้ (0.14)	กาแฟเย็น (0.12)	กาแฟร้อน (0.10)	ไอศครีมกะทิสด (0.04)	น้ำผึ้งมะนาว (0.02)
ก๋วยเตี๋ยวราดหน้าปลากะพง	กต.ราดหน้ากุ้ง (0.82)	กต.ราดหน้าปลาหมึก (0.78)	กต.ผัดขี้เมากุ้ง (0.75)	ปลากะพงผัดฉ่า (0.74)	ปลากะพงสามรส (0.73)
ข้าวราดกะเพราหมูชาบู	ข้าวราดกะเพราหมู (0.96)	ข้าวราดกะเพราหมูกรอบ (0.84)	ข้าวราดกะเพราไก่ (0.82)	ข้าวราดกะเพราปลาหมึก (0.80)	ข้าวราดกะเพรากุ้ง (0.80)
กุ้งทอดกระเทียมพริกไทย	ปลาหมึกทอดกระเทียมพริกไทย (0.90)	หมูทอดกระเทียมพริกไทย (0.84)	ปลากะพงทอดกระเทียม (0.83)	ข้าวหน้ากุ้งทอดกระเทียม (0.81)	กุ้งนึ่งกระเทียม (0.79)
ข้าวผัดปู	สลัดปู (0.62)	ข้าวผัดหนำเลี้ยบ (0.62)	ข้าวผัดหมูยอ (0.57)	ข้าวผัดกุนเชียง (0.56)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.55)
ทอดมันปลา	ปลาทูทอด (0.63)	ลาบทอด (0.55)	ผัดไทยเกี๊ยวทอด (0.48)	ปลากะพงทอดกระเทียม (0.48)	แกงส้มปลาช่อน ทอด (0.47)
น้ำสับปะรดปั่น	น้ำแคนตาลูปปั่น (0.93)	น้ำลิ้นจี่ปั่น (0.91)	น้ำแตงโมปั่น (0.90)	น้ำมะนาวปั่น (0.87)	น้ำมะพร้าวปั่น (0.87)
แพนงกุ้ง	แพนงหมู (0.63)	แพนงไก่ (0.60)	แกงป่ากุ้ง (0.49)	ต้มข่ากุ้ง (0.49)	พล่ากุ้ง (0.48)
แกงส้มเนื้อปลากะพงทอด	แกงส้มเนื้อปลากะพง ไม่ทอด (0.93)	เนื้อปลากะพงทอดพริกไทยดำ (0.92)	แกงส้มเนื้อปลากะพง ไข่ชะอม (0.88)	ต้มยำเนื้อปลากะพง (0.87)	ต้มข่าเนื้อปลากะพง (0.87)
เอ็นหมูน้ำแดง	เต้าหู้น้ำแดงเจ (0.15)	ต้มยำเอ็นหมู (0.13)	ยำเอ็นหมู (0.12)	เต้าหู้น้ำแดง (0.02)	กะเพราปลาหมึก (0.00)
ข้าวหน้าไก่ทอดกระเทียม	ข้าวหน้าหมูทอดกระเทียม (0.81)	ข้าวหน้าปลาหมึกทอดกระเทียม (0.80)	ข้าวหน้ากุ้งทอดกระเทียม (0.76)	ข้าวหน้าไก่ (0.64)	ข้าวราดกะเพราปลาหมึก (0.59)
กะเพราไก่	แกงป่าไก่ (0.80)	ต้มข่าไก่ (0.79)	แกงเขียวหวานไก่ (0.78)	มัสมั่นไก่ (0.77)	กต.ผัดแกงเขียวหวานไก่ (0.74)
เมี่ยงเห็ด	ต้มโคล้งเห็ดฟาง (0.72)	ข้าวอบเห็ดหอม (0.65)	ยำเห็ดฟาง (0.62)	ยำเห็ดเข็มทอง (0.37)	เมี่ยงชะพลู (0.37)
โรตีแกงเขียวหวานไก่	กต.ผัดแกงเขียวหวานไก่ (0.91)	แกงเขียวหวานไก่ (0.90)	ผัดไทยไก่ (0.82)	ข้าวผัดเขียวหวานไก่ (0.80)	ข้าวผัดน้ำพริกเผาไก่ (0.79)
ข้าวราดกะเพราไก่	ข้าวราดกะเพราหมู (0.88)	ข้าวราดกะเพราปลาหมึก (0.86)	ข้าวราดกะเพราหมูกรอบ (0.85)	ข้าวราดกะเพรากุ้ง (0.83)	ข้าวราดกะเพราหมูชาบู (0.82)
ต้มยำรวมมิตร	ต้มยำโป๊ะแตก (0.72)	แกงจืดรวมมิตร (0.70)	ผัดผักรวมมิตรหมูกรอบ (0.47)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.46)	ต้มยำไก่ (0.43)
ส้มตำเจ	ห่อหมกเจ (0.85)	แกงเขียวหวานเจ (0.85)	ผัดกะเพราเจ (0.84)	ต้มยำเจ (0.81)	ขนมผักกาดเจ (0.80)
ก๋วยเตี๋ยวราดหน้าทะเล	กต.ทะเลน้ำพริกเผา (0.88)	กต.ราดหน้าปลาหมึก (0.71)	ผัดไทยทะเล (0.67)	กต.ราดหน้ากุ้ง (0.63)	กต.ราดหน้าไก่ (0.63)
แพนงเนื้อ	แกงป่าเนื้อ (0.49)	ลาบเนื้อ (0.48)	เนื้อแดดเดียว (0.47)	แพนงหมู (0.45)	แกงเขียวหวานเนื้อ (0.43)
ผัดผักบุ้งไฟแดง	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.72)	ผัดผักกะเฉดไฟแดง (0.70)	กะหล่ำปลีผัดน้ำปลา (0.68)	ผัดผักรวมมิตร (0.64)	ผัดผักรวมมิตรหมูกรอบ (0.63)
น้ำอัญชัญมะนาว	น้ำอัญชัญมะนาวโซดา (0.93)	น้ำอัญชัญ (0.86)	น้ำมะนาว (0.77)	น้ำมะนาวโซดา (0.69)	น้ำเขียวมะนาวโซดา (0.69)
ก๋วยเตี๋ยวราดหน้าไก่	กต.ผัดขี้เมาไก่ (0.93)	กต.ราดหน้าปลาหมึก (0.80)	กต.ราดหน้าหมูนุ่ม (0.76)	กต.ราดหน้ากุ้ง (0.76)	ผัดไทยไก่ (0.75)
ก๋วยเตี๋ยวทะเลน้ำพริกเผา	กต.ราดหน้าทะเล (0.88)	ผัดไทยทะเล (0.76)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.70)	ข้าวผัดทะเล (0.65)	ห่อหมกทะเล (0.62)
น้ำขิงร้อน	น้ำมะตูมร้อน (0.91)	น้ำขิง (0.83)	น้ำมะตูม (0.68)	น้ำมะนาว (0.67)	น้ำกระเจี๊ยบ (0.67)
สลัดไข่	ข้าวผัดไข่ (0.60)	ไข่พะโล้ (0.57)	สลัดไก่ (0.55)	ผัดไทยห่อไข่ (0.53)	สลัดผักสด (0.53)
สาคูแคนตาลูป	ข้าวอบสัปปะรด (0.45)	ข้าวอบสับปะรด (0.37)	มะยงชิดลอยแก้ว (0.37)	เฉาก๊วย ลูกชิด ขนุน (0.32)	ลิ้นจี่ลอยแก้ว (0.30)
ต้มข่าเห็ดเจ	ผัดกะเพราเห็ดเจ (0.97)	ต้มยำเห็ดเจ (0.91)	ยำเห็ดฟางเจ (0.80)	เต้าหู้ผัดกะเพราเจ (0.71)	เห็ดสี่สหายเจ (0.69)
น้ำปลาเห็ดฟาง	น้ำมะตูม (0.75)	น้ำขิง (0.72)	น้ำกระเจี๊ยบ (0.72)	น้ำมะพร้าว (0.68)	เต้าหู้น้ำแดง (0.64)
เส้นหมี่ผัดกะเฉดเจ	เส้นหมี่ผัดกะเฉด (0.77)	ผัดขนมผักกาดเจ (0.75)	ผัดผักบุ้ง เจ (0.75)	ผัดวุ้นเส้นดอกไม้จีนเจ (0.74)	เต้าหู้ผัดถั่วงอกเจ (0.73)
ลาบหมู	ลาบวุ้นเส้นหมู (0.90)	แกงป่าหมู (0.88)	แกงเขียวหวานหมู (0.84)	หมูสะเต๊ะ (0.83)	หมูแดดเดียว (0.83)
ชาไทย	เฉาก๊วย ชาไทย (0.88)	ไอศครีมชาไทย (0.78)	ชาจีน (0.62)	ส้มตำไทย (0.24)	ชามะนาว (0.06)
แกงจืดเต้าหู้วุ้นเส้นหมูสับ	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.84)	แกงจืดหมูสับสาหร่าย (0.76)	แกงจืดไข่น้ำ (0.66)	แกงจืดผักกาดขาวหมูสับ (0.65)	ข้าวต้มหมูสับ (0.64)
ข้าวราดกะเพราเนื้อชัคโรล	ข้าวราดไข่เจียวเนื้อปู (0.77)	ข้าวราดกะเพราเนื้อปลากะพง (0.74)	ข้าวราดกะเพราปลาหมึก (0.69)	ข้าวราดกะเพราหมูกรอบ (0.69)	ข้าวราดกะเพราหมู (0.66)
แกงเขียวหวานเนื้อ	แกงป่าเนื้อ (0.93)	โรตีแกงเขียวหวานเนื้อ (0.90)	แกงเขียวหวานเนื้อพริกขี้หนู (0.88)	เนื้อแดดเดียว (0.88)	ลาบเนื้อ (0.84)
แพนงไก่	แพนงหมู (0.73)	แพนงกุ้ง (0.60)	แพนงเนื้อ (0.42)	ลาบไก่ (0.37)	แกงป่าไก่ (0.36)
สลัดปู	ข้าวผัดปู (0.62)	ไข่เจียวเนื้อปู (0.44)	สลัดทูน่า (0.39)	สลัดกุ้งวาซาบิ (0.37)	ข้าวราดไข่เจียวเนื้อปู (0.35)
ส้มตำคอหมูย่าง	คอหมูย่าง (0.91)	ยำคอหมูย่าง (0.89)	ลาบหมู (0.70)	หมูสะเต๊ะ (0.68)	แกงป่าหมู (0.68)
เนื้อปูผัดพริกไทยดำ	ปูนิ่มผัดพริกไทยดำ (0.88)	เนื้อปูผัดผงกะหรี่ (0.86)	ข้าวผัดพริกสดเนื้อ (0.74)	เนื้อปลากะพงทอดพริกไทยดำ (0.72)	หมูกรอบผัดพริกเกลือ (0.70)
ข้าวราดกะเพราเนื้อปลากะพง	กะเพราเนื้อปลากะพง (0.88)	เนื้อปลากะพงทอดพริกไทยดำ (0.83)	เนื้อปลากะพงมะนาว (0.82)	ต้มข่าเนื้อปลากะพง (0.82)	เนื้อปลากะพงนึ่งมะนาว (0.81)
น้ำเก็กฮวยรสน้ำผึ้ง	น้ำมะนาว (0.69)	น้ำขิง (0.69)	น้ำมะตูม (0.66)	น้ำกระเจี๊ยบ (0.64)	น้ำมะนาวโซดา (0.63)
พล่ากุ้งใหญ่	พล่ากุ้ง (0.80)	ต้มข่ากุ้ง (0.71)	แกงป่ากุ้ง (0.71)	ทอดมันกุ้ง (0.67)	แกงเขียวหวานกุ้ง (0.64)
หมูทอดกระเทียมพริกไทย	ปลาหมึกทอดกระเทียมพริกไทย (0.86)	กุ้งทอดกระเทียมพริกไทย (0.84)	ข้าวหน้าหมูทอดกระเทียม (0.80)	ไก่ทอดกระเทียมพริกไทย (0.73)	ปลากะพงทอดกระเทียม (0.71)
น้ำมะนาวโซดา	น้ำเขียวมะนาวโซดา (0.92)	น้ำมะนาว (0.90)	น้ำแดงมะนาวโซดา (0.89)	น้ำอัญชัญมะนาวโซดา (0.83)	น้ำมะนาวปั่น (0.75)
ข้าวราดกะเพราปลาหมึก	ข้าวราดกะเพรากุ้ง (0.90)	ข้าวราดกะเพราหมูกรอบ (0.90)	ข้าวราดกะเพราไก่ (0.86)	ข้าวราดกะเพราหมู (0.85)	ข้าวราดกะเพราหมูชาบู (0.80)
กุ้งส่วนกะทะร้อน	กุ้งส่วน (0.64)	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.64)	ต้มข่ากุ้ง (0.56)	ข้าวต้มกุ้ง (0.55)	แกงป่ากุ้ง (0.55)
ผัดไทยเกี๊ยวทอด	ปลาช่อนทอดส้มตำ (0.73)	ปลาทูทอด (0.71)	ลาบทอด (0.70)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.67)	แกงส้มปลาช่อน ทอด (0.66)
ยำผักบุ้งกรอบเจ	ยำวุ้นเส้นเจ (0.75)	ผัดผักบุ้ง เจ (0.67)	ยำเห็ดฟางเจ (0.63)	ยำผักบุ้งกรอบ (0.62)	ผัดวุ้นเส้นดอกไม้จีนเจ (0.62)
กาแฟร้อน	กาแฟเย็น (0.58)	ลาเต้ (0.13)	น้ำส้มคั้น (0.10)	โอวัลตินเย็น (0.09)	โกโก้เย็น (0.05)
เฉาก๊วยชาไทย	ชาไทย (0.88)	ไอศครีมชาไทย (0.85)	ชาจีน (0.60)	ส้มตำไทย (0.25)	ชามะนาว (0.20)
ลาบวุ้นเส้นหมู	ลาบหมู (0.90)	แกงป่าหมู (0.81)	แกงเขียวหวานหมู (0.80)	ลาบวุ้นเส้นไก่ (0.79)	ผัดไทยหมู (0.79)
